class	channel	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255
plant	hue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1395528210652426e-305	4.167194835444687e-242	5.069210054443702e-186	2.0512750837634222e-137	2.761179611082847e-96	1.2363816383563985e-62	1.8416096048454845e-36	9.124933997638431e-18	1.5040041274552793e-06	0.008251494325986205	0.028893390177066616	0.1650253745073391	0.5238006892357776	0.7402292668177411	0.18979828153585784	3.459209493155583e-05	2.0987348194568392e-16	4.235702091144614e-35	2.8436777682197167e-61	6.350713105490547e-95	4.717932692655871e-136	1.1659183125220513e-184	9.584548121522779e-241	2.6209714884500582e-304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
infected	hue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4761298607867177e-300	3.723273058207094e-262	2.110207623232261e-226	2.6873576277353234e-193	7.689989037159999e-163	4.944540675344144e-135	7.143748637153883e-110	2.319136727131921e-87	1.691712351796707e-67	2.772851838769189e-50	1.0212375776032467e-35	8.4513655486003e-24	1.5715455206864272e-14	6.566399562690423e-08	0.0006166720198426444	0.014702427734577776	0.05117926700260763	0.3312442768640413	0.39129477248029537	0.21078988334789295	0.04222537889911649	0.014855943203932787	0.007119471432354597	0.0009248028293862196	0.013005533161377952	0.0006164914436042054	6.566395240940228e-08	1.571545518362302e-14	8.451365548572215e-24	1.021237577603239e-35	2.772851838769189e-50	1.691712351796707e-67	2.319136727131921e-87	7.143748637153883e-110	4.944540675344144e-135	7.689989037159999e-163	2.6873576277353234e-193	2.110207623232261e-226	3.723273058207094e-262	1.4761298607867177e-300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
disease	hue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4669442174e-314	1.3335626456890862e-288	2.7037895906268846e-264	4.556412678673083e-241	6.382104365122945e-219	7.430113402438657e-198	7.189814290379414e-178	5.782699089342943e-159	3.86575391961915e-141	2.1479714582398583e-124	9.920041701955782e-109	3.807931958698124e-94	1.2149420169195492e-80	3.221904133630623e-68	7.101668019745055e-57	1.3010644466661994e-46	1.981198281551802e-37	2.5075394193281757e-29	2.6378999540864144e-22	2.306534629984776e-16	1.6763216436596206e-11	1.0127583939732983e-07	5.094147407403064e-05	0.0021725790653135354	0.009531749187920484	0.011678806970475516	0.012791073648701294	0.01677658600852457	0.030974508858183265	0.09240757000261653	0.1757799751334178	0.23721614270332017	0.24008799121483423	0.13923713091830162	0.03031066200065153	0.0016732304810216586	2.6635593584946442e-05	5.083069922487327e-08	8.384260736024276e-12	1.1532976508446182e-16	1.3189528607135616e-22	1.2537699375018901e-29	9.905991557381423e-38	6.505322241497915e-47	3.550834010243047e-57	1.6109520668292833e-68	6.074710084602125e-81	1.903965979349176e-94	4.960020850977915e-109	1.0739857291199296e-124	1.932876959809575e-141	2.8913495446714713e-159	3.594907145189707e-178	3.715056701219329e-198	3.1910521825614723e-219	2.2782063393365416e-241	1.3518947953134423e-264	6.667813228445431e-289	2.7334721084e-314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
background	hue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55635837863416e-309	1.6685241487375359e-279	3.221689852677789e-251	1.8402441071373284e-224	3.109622113995432e-199	1.554462574755715e-175	2.2987587675652463e-153	1.0056503308498784e-132	1.3014907232140103e-113	4.982824909673719e-96	5.6435275666526166e-80	1.8908894927405693e-65	1.8742266991602486e-52	5.495643670402703e-41	4.767113426930753e-31	1.2232997274147083e-22	9.286471844601225e-16	2.0854946863647895e-10	1.3855043793613178e-06	0.00027229971825725233	0.0015831678249386616	0.00027229971825915315	1.385931254054933e-06	2.836162825973834e-06	0.0005573634858087419	0.003240546641671323	0.000557363486146465	2.9120064345045852e-06	0.0005052621472939607	0.099348151799017	0.5867906850521775	0.15426598176179465	0.01002492893510203	0.0008021589795624957	0.0023134726820859923	0.00496553990271943	0.026643694735662207	0.0045840691735743655	0.0003722428431767256	0.002037557778903504	0.0005505031068631252	0.0071913175906669355	0.03787896709389186	0.013539007781787094	0.04102221853033242	0.007050014862347706	3.587164603290938e-05	4.816666064918723e-07	9.360302817497375e-05	0.0005442139398226649	9.360302815093048e-05	4.762671304925137e-07	9.124039252845954e-11	1.2989103588434602e-07	2.5528098586617402e-05	0.00014842198358799952	2.5528098586617402e-05	1.2989103556512355e-07	1.95515126846699e-11	8.706067354313648e-17	1.146843494451289e-23	4.469168837747581e-32	5.152165941002533e-42	1.7570875304627332e-53	1.7727088994442838e-66	5.290807093736828e-81	4.67139835281911e-97	1.2201475530131345e-114	9.427971851717611e-134	2.1550863445924184e-154	1.4573086638334824e-176	2.915270731870718e-200	1.725228850441245e-225	3.0203342368854266e-252	1.56424138944144e-280	2.3965859799695e-310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
plant	saturation	1.066745415658317e-96	3.5758777107066654e-95	1.1639660989629182e-93	3.6790340302285924e-92	1.1291797435504574e-90	3.3653338406573576e-89	9.739328776493568e-88	2.73694267486369e-86	7.468582382403899e-85	1.979002991556464e-83	5.0920249832328373e-82	1.2722439698414056e-80	3.086640687104301e-79	7.271726772699997e-78	1.6635077493859176e-76	3.6952847059415035e-75	7.970889360867458e-74	1.6695577951779002e-72	3.395720484686674e-71	6.706535250422942e-70	1.2861756670336355e-68	2.3951800547122313e-67	4.3312359615251766e-66	7.605387075417784e-65	1.2967808859719007e-63	2.1470772933210345e-62	3.45195048635731e-61	5.38911233684883e-60	8.16969260124792e-59	1.2026243560915884e-57	1.7190561987617305e-56	2.3860852415284406e-55	3.2160118074678384e-54	4.209059982550224e-53	5.349194573195555e-52	6.60126969253012e-51	7.9104712599102e-50	9.204772054761289e-49	1.0400626955354685e-47	1.1411475474881056e-46	1.2157936844982757e-45	1.2578062986325302e-44	1.2635820490444868e-43	1.2326192051273631e-42	1.167589586329676e-41	1.0739579962464154e-40	9.592243155196909e-40	8.31933979113993e-39	7.006374489888278e-38	5.729723051600197e-37	4.54998238237655e-36	3.5085009604818956e-35	2.627055722982623e-34	1.910085334831243e-33	1.3485655340546275e-32	9.245430586064427e-32	6.154857878884158e-31	3.978732272695442e-30	2.4975098221910776e-29	1.5223183910518728e-28	9.01030691535638e-28	5.178565530920727e-27	2.890115305515052e-26	1.5662340664933562e-25	8.242025707511763e-25	4.211599519494784e-24	2.0897578967175495e-23	1.0068868960115463e-22	4.710870987831629e-22	2.1402156887528435e-21	9.441688966600736e-21	4.044619335386866e-20	1.682447189875317e-19	6.795807350852006e-19	2.6654866783857222e-18	1.0151911558131786e-17	3.7545250179426185e-17	1.3483358071737614e-16	4.701939636506442e-16	1.5921793326648716e-15	5.235316158000416e-15	1.6715905412205997e-14	5.1826638010801984e-14	1.5603154755379116e-13	4.561505267477578e-13	1.2949127718469193e-12	3.5695186673949967e-12	9.55467516298098e-12	2.4834746903079225e-11	6.268182628712745e-11	1.5362516398937276e-10	3.65614024541942e-10	8.449370648941871e-10	1.8961320061317993e-09	4.131974831993314e-09	8.743686280193408e-09	1.796731243808306e-08	3.585324200620336e-08	6.947639531995182e-08	1.307430603954705e-07	2.3893759440164354e-07	4.240828282004893e-07	7.31035379239308e-07	1.2239841040457993e-06	1.9906750421223545e-06	3.1453010933975535e-06	4.8286761566572005e-06	7.204219044000487e-06	1.0448579449550361e-05	1.4736582687914884e-05	2.022156524515408e-05	2.7013934040251435e-05	3.516249274174921e-05	4.464414336061763e-05	5.5367369453661654e-05	6.719302531428718e-05	7.997243372045132e-05	9.359828066053097e-05	0.00010805950381447631	0.0001234888002806781	0.00014019182200801934	0.00015865112899799438	0.00017950493144296847	0.00020350878712451629	0.00023149516476134255	0.0002643485818270949	0.00030301126110911215	0.0003485259818390871	0.00040211097901593317	0.0004652497593054734	0.0005397703502138381	0.0006278866967731682	0.000732180626882536	0.0008555145883331563	0.001000879792893858	0.0011711972098637097	0.0013690963785592699	0.0015966974834924566	0.0018554162416480747	0.002145801707858841	0.0024674079850657976	0.002818695538740525	0.0031969582739870676	0.0035982784533043154	0.004017520597139952	0.004448384197398972	0.004883539796807848	0.005314871146450805	0.005733836827904478	0.006131948854481644	0.006501345877501061	0.006835418259750677	0.007129425286942347	0.007381034636348809	0.007590713423410424	0.007761909841086852	0.007900984104604929	0.008016874929032837	0.00812051936469921	0.00822407464818108	0.008340015590649535	0.008480195401423193	0.00865495903950866	0.008872386251545513	0.009137719500369897	0.009453005605063111	0.00981695569367977	0.010225011572573717	0.010669600422483995	0.011140562342331984	0.011625741393959799	0.012111733188650754	0.012584774290723305	0.01303173817409063	0.013441172195732428	0.013804278644575323	0.014115722167264186	0.01437414665461889	0.014582312579523653	0.014746818054322323	0.014877432196973643	0.014986130899042664	0.015085965865566998	0.01518990689851234	0.015309774037698539	0.015455330354556639	0.015633555295718523	0.015848080997840425	0.01609876277793007	0.01638137246554363	0.01668744045961007	0.01700431228259587	0.017315508812012572	0.017601471813374653	0.017840733164017072	0.018011474103325344	0.01809335651611884	0.018069433071749547	0.0179278971770959	0.017663430515905198	0.017277948506504895	0.01678062454732726	0.0161871761873977	0.015518500039809285	0.014798828074878503	0.014053632010554309	0.013307518876699698	0.012582341548288113	0.011895701418044958	0.011259957917868085	0.01068179291214697	0.010162316465441301	0.009697650177004526	0.009279887899011987	0.00889831140980738	0.008540729251116161	0.0081948087478425	0.00784928266228265	0.007494931785443633	0.007125271933895763	0.0067369067844000674	0.006329544263780006	0.0059057101173360885	0.005470223157774241	0.005029517840522054	0.00459090773511462	0.004161877118235138	0.0037494693088722243	0.0033598142281204787	0.002997810179333565	0.0026669518661305218	0.0023692820769633505	0.0021054392518956473	0.0018747755107110528	0.0016755260895145732	0.0015050176188474698	0.0013599064081373812	0.0012364377797232475	0.0011307142196225982	0.0010389556064933586	0.0009577313413839877	0.0008841436981526453	0.0008159450767512825	0.0007515789023146339	0.0006901435549721811	0.0006312891964562504	0.0005750667066689732	0.0005217543408147498	0.00047168985407613644	0.00042513318382088306	0.0003821777358629139	0.0003427182260336954	0.00030647191887109185	0.0002730402938639547	0.00024199169606871763	0.00021294364024151613
infected	saturation	7.400344314901322e-120	6.120622557489143e-118	4.8785738094938386e-116	3.7475183735804334e-114	2.7742670968033603e-112	1.9792761014893406e-110	1.3608745742283765e-108	9.017443475523967e-107	5.758407126381739e-105	3.543846597457313e-103	2.101846864988682e-101	1.2013812171388223e-99	6.617808771797805e-98	3.5131864494654497e-96	1.7973878176843007e-94	8.862086772848433e-93	4.2109861387563455e-91	1.9283472156941395e-89	8.510209821144099e-88	3.619502742945893e-86	1.4835806552759487e-84	5.860396807775629e-83	2.230984196686843e-81	8.18501678468261e-80	2.8939849237700255e-78	9.861127270071847e-77	3.2382507383941555e-75	1.0248209435895807e-73	3.1256411867120924e-72	9.187214569852703e-71	2.6024488838900235e-69	7.104510599824818e-68	1.8691309773945018e-66	4.739133186132597e-65	1.1580083830989655e-63	2.7269558287785763e-62	6.188681240125129e-61	1.3535419991243027e-59	2.8529815921272042e-58	5.795351940093994e-57	1.1345255289541532e-55	2.14043647755705e-54	3.8917418834761042e-53	6.819292635579191e-52	1.151564432689952e-50	1.8740914307440888e-49	2.939320377739121e-48	4.442799319309525e-47	6.471725532469045e-46	9.08525475502202e-45	1.2291581284420675e-43	1.6026254603022692e-42	2.0137704127051875e-41	2.4386053178133936e-40	2.845946471312046e-39	3.2008520183140607e-38	3.4694300331900637e-37	3.624134870515609e-36	3.6484152647358775e-35	3.5396301811328285e-34	3.3095218206721014e-33	2.9821286003821e-32	2.5896512285162554e-31	2.1672550112873354e-30	1.7479645787578124e-29	1.358654927824464e-28	1.017746702762117e-27	7.347241505088832e-27	5.111673425289415e-26	3.42733199568225e-25	2.2146427804220316e-24	1.3791318944526634e-23	8.276805274766797e-23	4.787124773683285e-22	2.6683459878319132e-21	1.433393058918864e-20	7.420696581627321e-20	3.7023786465982187e-19	1.7802231839743123e-18	8.24947604229108e-18	3.6841523875419037e-17	1.585657372622767e-16	6.57723223533323e-16	2.629304684509307e-15	1.0129892509272382e-14	3.761297850019901e-14	1.3459936110834817e-13	4.642210761455561e-13	1.543080053882347e-12	4.943564099691759e-12	1.5264684483768568e-11	4.5429831030599774e-11	1.3032027665273802e-10	3.6034228697760833e-10	9.604375493427335e-10	2.467722719618606e-09	6.112586391091663e-09	1.4597884468958716e-08	3.361509245527478e-08	7.464689930704943e-08	1.5987801861669823e-07	3.303296525379775e-07	6.58551806233172e-07	1.2671891542247396e-06	2.3542707615729905e-06	4.224970930230458e-06	7.327792714677346e-06	1.2290854247513253e-05	1.9951781259369836e-05	3.1373475840587046e-05	4.783856790753562e-05	7.081798304446903e-05	0.00010191314630649934	0.00014277524034154255	0.00019500662134174976	0.0002600478692690449	0.0003390502664526594	0.00043273190527435553	0.0005412218129768235	0.0006639143140928466	0.0007993831962426251	0.0009454315014647844	0.0010993606720631824	0.0012585154191068022	0.001421091552316217	0.0015870952319771464	0.0017592451713223593	0.0019435555268222727	0.0021493601687856668	0.0023886468606271	0.002674736699552564	0.0030205169122349703	0.0034365544412888055	0.003929443957273035	0.004500674611826457	0.0051461701175537075	0.005856520906312885	0.006617831327444246	0.007413065304800398	0.008223772506275684	0.009032076861858692	0.00982278008254108	0.010585372573251558	0.011315682234511277	0.012016872529164512	0.012699556997596863	0.013380926156867706	0.014082945314853042	0.014829820736453019	0.01564500149485181	0.016547977683700452	0.017551088243009768	0.01865652359047003	0.019853749051493355	0.02111769018637575	0.022408157882211	0.023671053757181638	0.024841786596502925	0.025850997389958427	0.026632169147458865	0.027130116046780294	0.02730889307370768	0.027157526555278855	0.026692244248505408	0.025954555882285797	0.025005437305556325	0.023916747885200425	0.022761601139890404	0.021605541773416746	0.020500038553266462	0.0194791168398958	0.018559160333945824	0.017741249421418876	0.01701503529724866	0.016363112359061044	0.01576506863643563	0.015200725697854228	0.014652391226325714	0.014106159923404695	0.013552401095574271	0.012985602239378313	0.012403746740322224	0.01180741970797661	0.011198856016454208	0.010581143287826448	0.009957743799878021	0.009332397260602974	0.008709334072550102	0.00809361096677592	0.007491325528418635	0.006909501837383292	0.006355560365881537	0.005836449711376222	0.00535766262663052	0.00492242495587443	0.004531303791748954	0.0041823444426185	0.0038716679395031013	0.0035943123917927156	0.0033450403923112313	0.003118881716281311	0.0029113118411177585	0.002718125447811517	0.002535185302342778	0.0023582648827813416	0.0021831478188629985	0.0020060257831355914	0.0018240998176737356	0.001636191615196539	0.0014431466787412322	0.0012478666590158662	0.0010549201240453207	0.0008698075841928938	0.0006980540038759595	0.0005443405913496566	0.00041186086765267584	0.00030201007164539206	0.0002144219488851745	0.00014728424511279667	9.781539742815106e-05	6.277649792015122e-05	3.8917200627971004e-05	2.329642310648822e-05	1.3462167190023804e-05	7.507841968142744e-06	4.0402045018185015e-06	2.097526499465123e-06	1.0504292133529636e-06	5.073762944708796e-07	2.3634924785200375e-07	1.061700523272227e-07	4.5987737093240216e-08	1.920645304305459e-08	7.733820347002795e-09	3.002358693261233e-09	1.1236605008498317e-09	4.054118061376547e-10	1.4100451176370378e-10	4.727518001025929e-11	1.5278705169505912e-11	4.759747244205134e-12	1.4292791020987634e-12	4.13693528525875e-13	1.1541504637131927e-13	3.103575492003381e-14	8.04401967869568e-15	2.0095097815755957e-15	4.838480886653855e-16	1.1228608933034257e-16	2.5115242548497247e-17	5.41427210058795e-18	1.124944587731458e-18	2.252723333277711e-19	4.347782479890895e-20	8.087396521341164e-21	1.4498683924517158e-21
disease	saturation	3.1012942477814635e-06	3.6884463933722656e-06	4.375197528255251e-06	5.176134084954098e-06	6.107549757618668e-06	7.187570784654091e-06	8.43627770892349e-06	9.875820903646941e-06	1.1530526798392172e-05	1.3426991394601295e-05	1.559415733452112e-05	1.806337049309955e-05	2.08684118124247e-05	2.404549990658778e-05	2.763325984605997e-05	3.1672653499676205e-05	3.620686688385377e-05	4.128115015683536e-05	4.694260621343117e-05	5.323992429404999e-05	6.0223055629446805e-05	6.794282890521554e-05	7.645050424958827e-05	8.579726552227622e-05	9.603365190382856e-05	0.0001072089311420077	0.000119370418286175	0.00013256274530916044	0.00014682708864939269	0.00016220036336958056	0.0001787143942823101	0.00019639507599352533	0.0002152615353144541	0.00023532531084117215	0.0002565895656476258	0.0002790483499318763	0.0003026859310479528	0.0003274762086021027	0.00035338223215307163	0.000380355838499291	0.00040833742453850097	0.00043725587023493636	0.0004670286243252166	0.0004975619630489121	0.0005287514294294454	0.0005604824574954994	0.0005926311823761968	0.0006250654334918336	0.000657645904174777	0.0006902274870814798	0.0007226607607939496	0.0007547936091606883	0.000786472951299274	0.0008175465568812906	0.0008478649184475538	0.0008772831501528885	0.0009056628806000779	0.0009328741063635431	0.0009587969724799289	0.000983323446631314	0.0010063588549827072	0.0010278232496521683	0.0010476525805599485	0.001065799647870445	0.0010822348153338352	0.0010969464694591529	0.00110994121449588	0.0011212437985406722	0.0011308967715825795	0.0011389598818099854	0.0011455092218790241	0.0011506361419420037	0.0011544459509177515	0.0011570564316272902	0.001158596198906738	0.0011592029325526582	0.0011590215188832498	0.0011582021357661836	0.0011568983161509446	0.0011552650244573222	0.0011534567786456193	0.0011516258484870411	0.0011499205575464916	0.0011484837127872204	0.0011474511816268148	0.0011469506318493876	0.0011471004451502477	0.0011480088104014808	0.0011497729981231563	0.0011524788132629012	0.0011562002193535965	0.001160999123547799	0.0011669253090129561	0.0011740164987875383	0.001182298533495806	0.0011917856443247955	0.0012024808023830959	0.00121437612596483	0.0012274533282884293	0.0012416841899018903	0.0012570310420593287	0.0012734472498780922	0.0012908776868701297	0.0013092591953877215	0.0013285210305104451	0.0013485852878078774	0.0013693673181261984	0.0013907761349619533	0.0014127148220102969	0.0014350809500322057	0.0014577670132173218	0.0014806608956886267	0.00150364637868539	0.00152660369827643	0.0015494101622226051	0.0015719408328710772	0.0015940692807880723	0.001615668411301015	0.001636611363317306	0.0016567724768175437	0.0016760283223936738	0.0016942587832276073	0.0017113481770923678	0.0017271864034095893	0.0017416700982098297	0.0017547037780993508	0.0017662009531083797	0.0017760851876342956	0.0017842910886332476	0.0017907652007708855	0.001795466789412484	0.0017983684940909546	0.0017994568373949713	0.00179873257700879	0.0017962108918344983	0.0017919213966480607	0.0017859079834837272	0.0017782284918015903	0.001768954213360567	0.0017581692414841052	0.0017459696779613626	0.001732462714071786	0.0017177656050641691	0.0017020045597826814	0.0016853135689461668	0.0016678331968034003	0.0016497093614732245	0.001631092129219803	0.0016121345472128964	0.0015929915380022664	0.0015738188770321212	0.0015547722720893992	0.001536006560686471	0.0015176750381033738	0.001499928925245942	0.0014829169817092162	0.001466785265569951	0.0014516770375685149	0.0014377328035784533	0.001425090485696859	0.0014138857090097415	0.001404252188174332	0.00139632219548536	0.0013902270901132126	0.0013860978867642167	0.0013840658411490138	0.0013842630293714453	0.0013868228986708678	0.001391880767854213	0.0013995742572157216	0.001410043629724293	0.0014234320277113238	0.0014398855921553273	0.0014595534548636454	0.0014825875973187377	0.0015091425736026298	0.0015393750985495222	0.0015734435060115017	0.001611507085762834	0.0016537253110217242	0.0017002569717442365	0.001751259231656622	0.0018068866293584893	0.0018672900456758396	0.001932615660704948	0.0020030039246103633	0.0020785885661797777	0.002159495662365537	0.002245842790541856	0.002337738282979137	0.00243528060009978	0.0025385578354691716	0.0026476473612445863	0.002762615618027037	0.0028835180478273496	0.0030103991632783817	0.0031432927404278464	0.0032822221165737233	0.0034272005688156856	0.0035782317434601063	0.00373531010131237	0.0038984213394014275	0.004067542745992657	0.004242643443036017	0.004423684468638653	0.00461061865190104	0.0048033902336478305	0.0050019341893293625	0.005206175214741342	0.0054160263412487974	0.005631387154898725	0.005852141603113037	0.006078155383464732	0.0063092729211997435	0.006545313955464588	0.0067860697683724295	0.00703129910577539	0.0072807238535494544	0.0075340245479437115	0.007790835812668876	0.008050741828452725	0.008313271952314153	0.008577896613350193	0.00884402361895469	0.009110995009694423	0.009378084602200838	0.009644496357104591	0.009909363703032362	0.010171749937870804	0.010430649814862823	0.010684992403710396	0.010933645295917102	0.011175420199416244	0.011409079940521002	0.011633346861927619	0.011846912574526858	0.012048448988841925	0.012236620519787373	0.012410097326957512	0.012567569422651645	0.012707761452172657	0.012829447926420831	0.012931468666211606	0.013012744201771132	0.01307229086009751	0.013109235267785495	0.01312282799783146	0.013112456096028097	0.013077654235840008	0.01301811426995174	0.012933692971669354	0.012824417789539575	0.01269049047327602	0.012532288467569685	0.012350364011711534	0.012145440926184744
